id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
2010101,3600,344,1268,922,671,258,104,33,252,10496,2195,172,2080,3246,10.0,14.0,2.0,3.0,4.0,160,2063,3232,2010101
2010102,6495,453,1493,2215,1636,449,178,71,604,20545,4288,353,4159,6371,16.0,13.0,11.0,23.0,22.0,326,4123,6333,2010102
2010103,7140,453,1443,2761,1906,505,49,23,189,22254,4402,374,4342,7091,5.0,7.0,2.0,3.0,4.0,367,4332,7082,2010103
2010104,2167,13,481,732,646,206,53,36,291,7394,1614,119,1601,2157,1.0,1.0,2.0,3.0,4.0,116,1597,2152,2010104
2020201,915,39,258,269,219,88,28,14,102,2948,778,66,767,908,0.0,0.0,0.0,0.0,0.0,66,767,908,2020201
2020202,2927,182,561,866,741,376,140,61,467,10053,2303,226,2254,2873,3.0,2.0,2.0,4.0,4.0,221,2248,2866,2020202
2020203,6135,203,1302,2279,1454,629,178,90,716,20389,4725,469,4526,5919,61.0,70.0,10.0,16.0,20.0,398,4441,5838,2020203
2020204,6746,304,1468,2521,1604,560,211,78,611,21896,4813,486,4678,6567,5.0,5.0,2.0,2.0,4.0,479,4671,6558,2020204
2020205,8047,343,1595,2826,2194,786,218,85,658,26683,6015,652,5740,7651,5.0,25.0,9.0,16.0,18.0,638,5699,7628,2020205
2020206,10000,670,2306,3300,2428,956,225,115,883,31907,7285,656,7006,9657,7.0,4.0,7.0,10.0,14.0,642,6991,9636,2020206
2030301,3956,118,778,1422,1064,458,92,24,200,13238,2832,376,2662,3756,10.0,7.0,6.0,9.0,12.0,360,2645,3734,2030301
2030302,6625,285,1596,2249,1697,604,124,70,532,21308,4634,481,4493,6464,5.0,4.0,5.0,16.0,10.0,471,4473,6449,2030302
2030401,8269,744,2129,2945,1669,585,141,56,432,24716,5772,551,5623,8061,6.0,8.0,2.0,8.0,4.0,543,5608,8051,2030401
2030402,5711,354,1199,2009,1483,496,113,57,427,18296,4103,392,3911,5460,2.0,4.0,1.0,2.0,2.0,389,3905,5456,2030402
2040501,2836,83,287,694,1178,582,11,1,9,10436,1744,78,1742,2832,0.0,0.0,1.0,1.0,2.0,77,1740,2830,2040501
2040502,4340,168,956,1609,1176,370,49,12,92,13847,2834,240,2787,4258,2.0,3.0,5.0,16.0,10.0,233,2769,4246,2040502
2040503,6242,265,1352,2553,1433,505,100,34,260,19745,4200,399,4127,6148,16.0,24.0,0.0,0.0,0.0,383,4103,6132,2040503
2040701,7006,763,1101,2764,1743,582,33,20,168,21505,4370,238,4182,6582,1.0,1.0,0.0,0.0,0.0,237,4181,6581,2040701
2040702,6770,898,1487,2461,1529,333,39,23,185,19455,4473,393,4342,6603,23.0,26.0,3.0,5.0,6.0,367,4310,6574,2040702
2040703,697,61,396,52,141,30,16,1,7,1826,420,25,418,693,1.0,1.0,0.0,0.0,0.0,24,417,692,2040703
2050601,5411,285,1579,2291,989,221,44,2,14,15655,3478,318,3445,5365,3.0,1.0,1.0,1.0,2.0,314,3442,5360,2050601
2050602,11827,597,2905,4491,2878,772,128,56,456,36476,8168,698,8032,11642,5.0,6.0,7.0,13.0,14.0,686,8014,11623,2050602
2050801,11192,667,2989,4249,2407,726,108,46,362,33660,7347,732,7244,11057,9.0,8.0,6.0,11.0,12.0,717,7225,11036,2050801
2050802,12308,737,3292,4936,2528,633,130,52,418,36604,8388,712,8234,12087,6.0,8.0,0.0,0.0,0.0,706,8226,12081,2050802
2050803,4386,148,893,1670,1397,218,21,39,315,14063,3009,294,2965,4330,0.0,0.0,1.0,1.0,2.0,293,2964,4328,2050803
2050804,1866,41,306,674,524,176,102,43,315,6578,1691,240,1690,1865,94.0,156.0,4.0,9.0,8.0,142,1526,1763,2050804
