id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
9100202,2248,32,296,876,782,196,58,8,62,7770,1650,231,1608,2215,4.0,4.0,1.0,2.0,2.0,226,1602,2209,9100202
9100203,4760,50,953,2688,977,65,21,6,42,14421,2470,533,2466,4752,56.0,59.0,5.0,8.0,10.0,472,2399,4686,9100203
9100304,7052,104,1459,3677,1561,191,38,22,164,21644,4391,836,4373,7029,76.0,90.0,9.0,14.0,18.0,751,4269,6935,9100304
9100305,2581,21,376,1504,480,149,37,14,99,8271,1626,276,1614,2567,3.0,3.0,0.0,0.0,0.0,273,1611,2564,9100305
9100306,1132,4,41,254,285,309,144,95,751,5148,1237,925,1233,1128,848.0,1020.0,54.0,98.0,108.0,23,115,172,9100306
9100407,4749,23,396,1655,2056,459,109,51,405,17358,3173,1099,3149,4714,613.0,651.0,35.0,56.0,70.0,451,2443,4031,9100407
9100408,4725,199,507,1958,1577,396,54,34,306,16005,3155,653,3134,4705,95.0,120.0,22.0,38.0,44.0,536,2975,4566,9100408
9100409,1616,106,165,358,382,375,141,89,697,6456,1486,877,1460,1510,768.0,972.0,46.0,86.0,92.0,63,402,650,9100409
9200510,4430,537,1031,1816,869,153,21,3,22,12436,2643,432,2414,3993,120.0,103.0,6.0,7.0,12.0,306,2304,3861,9200510
9200511,7873,1092,935,3194,1961,635,49,7,52,23909,4690,791,4603,7567,56.0,51.0,14.0,21.0,28.0,721,4531,7483,9200511
9200512,2522,428,478,828,597,171,13,7,69,7258,1464,180,1396,2406,8.0,8.0,3.0,5.0,6.0,169,1384,2392,9200512
9200613,5196,431,1276,1757,1386,313,28,5,43,15574,3269,455,3057,4688,47.0,34.0,5.0,7.0,10.0,403,3015,4631,9200613
9200614,1954,3,152,526,768,408,73,24,176,7611,1328,637,1328,1954,474.0,434.0,15.0,26.0,30.0,148,868,1450,9200614
9200715,2318,556,543,560,500,133,19,7,56,6157,1395,164,1321,1939,47.0,58.0,2.0,5.0,4.0,115,1258,1888,9200715
9200716,4245,104,659,1713,1204,432,98,35,271,14396,2890,1058,2815,4117,592.0,567.0,34.0,55.0,68.0,432,2193,3457,9200716
9200717,5652,141,988,2364,1566,432,108,53,403,18684,3707,1012,3691,5629,419.0,463.0,47.0,78.0,94.0,546,3150,5116,9200717
9200818,2482,258,534,787,729,120,29,25,194,7571,1509,302,1310,2067,116.0,149.0,19.0,32.0,38.0,167,1129,1913,9200818
9200819,4601,115,679,1485,1855,440,18,9,68,15724,2986,545,2956,4555,103.0,124.0,19.0,36.0,38.0,423,2797,4414,9200819
9300920,5674,60,627,1349,1711,1185,517,225,1731,22963,5265,3197,5218,5618,2740.0,3118.0,120.0,215.0,240.0,337,1885,2638,9300920
9300921,1353,34,96,305,432,289,125,72,591,5655,1276,855,1274,1351,731.0,832.0,47.0,79.0,94.0,77,363,526,9300921
9300922,3098,262,420,1208,954,240,8,6,46,9836,2028,144,2028,3098,0.0,0.0,0.0,0.0,0.0,144,2028,3098,9300922
9300923,3573,6,409,1144,1207,545,199,63,483,13486,2934,1338,2931,3569,1012.0,1114.0,27.0,48.0,54.0,299,1768,2503,9300923
9301024,1394,24,78,355,480,249,148,60,462,5760,1226,712,1221,1388,564.0,644.0,27.0,46.0,54.0,121,530,770,9301024
9301025,5451,219,880,1093,1394,1122,471,272,2089,21359,4795,3438,4770,5420,2923.0,3153.0,221.0,359.0,442.0,294,1258,2055,9301025
9301126,4367,101,641,1409,1346,605,158,107,816,15783,3391,1073,3361,4320,622.0,782.0,73.0,138.0,146.0,378,2440,3552,9301126
9301227,897,5,45,177,283,210,118,59,459,3975,995,664,989,889,556.0,700.0,67.0,127.0,134.0,41,162,199,9301227
9301228,1274,16,105,248,390,272,136,107,835,5541,1378,932,1366,1258,806.0,984.0,70.0,134.0,140.0,56,248,312,9301228
9401329,5901,67,436,1816,2489,732,238,123,950,22381,4382,2129,4342,5825,1616.0,1768.0,69.0,130.0,138.0,444,2443,4071,9401329
9401330,906,11,67,243,276,155,79,75,596,3823,948,381,946,902,247.0,375.0,38.0,77.0,76.0,96,494,579,9401330
9401431,3040,166,654,1216,782,179,42,1,7,9404,2143,186,2143,3040,55.0,57.0,1.0,2.0,2.0,130,2084,2983,9401431
9401432,738,4,83,161,237,190,40,23,166,2957,624,349,623,736,294.0,310.0,11.0,18.0,22.0,44,295,420,9401432
9401433,2353,242,435,765,586,282,42,1,7,7420,1453,71,1452,2352,1.0,1.0,1.0,1.0,2.0,69,1450,2349,9401433
9401534,3943,100,627,1402,1338,402,44,30,240,13426,2640,481,2593,3891,81.0,111.0,21.0,38.0,42.0,379,2444,3768,9401534
9401635,3211,20,231,688,1041,759,298,174,1357,13650,3278,2603,3269,3202,2356.0,2595.0,138.0,242.0,276.0,109,431,570,9401635
